"day","NEE","Date"
3850,-0.416169139896,2017-07-16
3873,-0.4916636712,2017-08-08
3874,-0.2820474,2017-08-09
3896,-0.36814224168,2017-08-31
3897,-0.3394423152,2017-09-01
3900,-0.29623033584,2017-09-04
3919,-0.3657040596,2017-09-23
3927,0.3390181992,2017-10-01
3932,0.298907388,2017-10-06
3938,-0.292931694,2017-10-12
3949,-0.30805456032,2017-10-23
3958,-0.336562977528,2017-11-01
3969,-0.3676413744,2017-11-12
3974,-0.133702046496,2017-11-17
3975,-0.326769167952,2017-11-18
3978,-0.07891033176,2017-11-21
3983,-0.23738693328,2017-11-26
3986,-0.298311918336,2017-11-29
3991,-0.26000898912,2017-12-04
3993,0.2277949176,2017-12-06
3994,0.2533269168,2017-12-07
3995,0.2429436564,2017-12-08
4004,-0.11011298544,2017-12-17
4007,-0.04423674384,2017-12-20
4030,0.05720155416,2018-01-12
4032,-0.05522316264,2018-01-14
4034,0.21668716512,2018-01-16
4046,0.089201304,2018-01-28
4050,-0.1199467224,2018-02-01
4054,-0.10834502328,2018-02-05
4062,-0.162722629512,2018-02-13
4071,-0.18964870632,2018-02-22
4073,0.1537331184,2018-02-24
4074,0.2005031016,2018-02-25
4075,-0.07655150808,2018-02-26
4079,-0.28562116968,2018-03-02
4083,0.108309605976,2018-03-06
4086,-0.076070772,2018-03-09
4087,0.0674166996,2018-03-10
4092,-0.11083739112,2018-03-15
4096,-0.12556889352,2018-03-19
4097,-0.1191440556,2018-03-20
4100,0.01019123856,2018-03-23
4103,-0.23594460408,2018-03-26
4106,-0.10266537456,2018-03-29
4107,-0.248091660648,2018-03-30
4110,-0.15264396,2018-04-02
4115,0.0391675284,2018-04-07
4120,0.070798943376,2018-04-12
4122,-0.162198893232,2018-04-14
4124,-0.19200126168,2018-04-16
4127,-0.51385030344,2018-04-19
4128,-0.41544196488,2018-04-20
4131,-0.3341938296312,2018-04-23
4134,-0.1778860764,2018-04-26
4138,-0.37696379832,2018-04-30
4139,-0.43103671776,2018-05-01
4146,-0.02167537536,2018-05-08
4150,-0.48357965304,2018-05-12
4151,-0.4367925864,2018-05-13
4158,-0.3556489896,2018-05-20
4161,-0.23977035288,2018-05-23
4205,-0.1673792424,2018-07-06
4210,1.037277576,2018-07-11
4260,-0.06588841536,2018-08-30
4276,-0.1668427416,2018-09-15
4279,-0.1913455872,2018-09-18
4287,-0.5949578952,2018-09-26
4288,-0.482135301648,2018-09-27
4291,-0.3025175256,2018-09-30
4302,-0.1618209144,2018-10-11
4304,-0.30732831216,2018-10-13
4309,-0.2055494016,2018-10-18
4310,-0.21277204632,2018-10-19
4313,-0.53031900096,2018-10-22
4326,-0.35648245368,2018-11-04
4330,-0.28260559152,2018-11-08
4332,-0.21689584272,2018-11-10
4335,0.2606532264,2018-11-13
4339,-0.2155682268,2018-11-17
4341,-0.07503356808,2018-11-19
4349,-0.0738477864,2018-11-27
4352,0.0358409664,2018-11-30
4356,0.2530309428,2018-12-04
4362,-0.01770874488,2018-12-10
4381,0.687817224,2018-12-29
4387,0.52816808376,2019-01-04
4400,0.017922291552,2019-01-17
4402,-0.05316197616,2019-01-19
4403,-0.143835477192,2019-01-20
4408,-0.02259577296,2019-01-25
4412,0.0647872344,2019-01-29
4418,0.03340275408,2019-02-04
4419,0.2081414448,2019-02-05
4421,0.2859645168,2019-02-07
4430,0.67943343888,2019-02-16
4434,-0.014036652,2019-02-20
4435,0.14354784576,2019-02-21
4441,-0.123271746048,2019-02-27
4448,0.03753527688,2019-03-06
4451,-0.054234998928,2019-03-09
4467,-0.39459321072,2019-03-25
4469,-0.1041572088,2019-03-27
4471,-0.09508518072,2019-03-29
4477,-0.33844942368,2019-04-04
4484,-0.1484789832,2019-04-11
4488,-0.33544617912,2019-04-15
4494,-0.2637643608,2019-04-21
4516,-0.8059158288,2019-05-13
4517,-0.3783170016,2019-05-14
4519,-0.38728383984,2019-05-16
4520,-0.3223324368,2019-05-17
4530,-0.0104344848,2019-05-27
4588,-0.18729865224,2019-07-24
4596,-0.07031453184,2019-08-01
4619,0.18848596104,2019-08-24
4620,-0.11450935656,2019-08-25
4621,-0.13244403744,2019-08-26
4626,-0.3712852296,2019-08-31
4630,-0.25863269544,2019-09-04
4631,-0.38104671888,2019-09-05
4635,0.05341796208,2019-09-09
4636,-0.3111127704,2019-09-10
4648,-0.13363488216,2019-09-22
4651,-0.06413411088,2019-09-25
4652,-0.19256436072,2019-09-26
4654,-0.30070211256,2019-09-28
4655,-0.269715069432,2019-09-29
4656,-0.20775669912,2019-09-30
4657,-0.0677971944,2019-10-01
4658,-0.16371525384,2019-10-02
4665,0.2370079332,2019-10-09
4666,0.08049187512,2019-10-10
4667,-0.13800149064,2019-10-11
4669,-0.2064112416,2019-10-13
4677,-0.06782093712,2019-10-21
4690,-0.1304369352,2019-11-03
4702,-0.1805637744,2019-11-15
4712,0.039583998,2019-11-25
4718,0.20934174816,2019-12-01
4728,-0.01242682992,2019-12-11
4731,-0.0075690535968,2019-12-14
4732,0.042002008704,2019-12-15
4734,0.382957055064,2019-12-17
4742,0.02401176744,2019-12-25
4747,0.481183905672,2019-12-30
4752,0.06298328664,2020-01-04
4754,0.15363693792,2020-01-06
4755,0.01593098064,2020-01-07
4759,0.0439190208,2020-01-11
4766,0.16231332312,2020-01-18
4779,0.06381269208,2020-01-31
4784,0.5328790416,2020-02-05
4785,0.2788115472,2020-02-06
4792,0.02602171656,2020-02-13
4793,-0.02862569808,2020-02-14
4795,0.0394612884,2020-02-16
4800,0.003773154744,2020-02-21
4804,0.37249343424,2020-02-25
4805,0.2155350492,2020-02-26
4806,0.06680588832,2020-02-27
4810,-0.0595810296,2020-03-02
4814,-0.08664184008,2020-03-06
4825,0.4826739456,2020-03-17
4834,0.5747281776,2020-03-26
4836,0.13497328728,2020-03-28
4840,-0.08305571304,2020-04-01
4841,0.08706479832,2020-04-02
4858,-0.36815966208,2020-04-19
4861,-0.21299683104,2020-04-22
4870,-0.523015596,2020-05-01
4875,-0.5220814392,2020-05-06
4876,-0.39511861128,2020-05-07
4890,-0.6589875204,2020-05-21
4898,-0.43590724128,2020-05-29
4907,-0.386468479584,2020-06-07
4925,-0.1459525824,2020-06-25
4929,-0.21047688216,2020-06-29
4932,-0.11597835312,2020-07-02
4961,0.1858452768,2020-07-31
4962,-0.19456869168,2020-08-01
4966,-0.438324378912,2020-08-05
4968,-0.56782145016,2020-08-07
4970,-0.351466128,2020-08-09
4983,-0.22110893568,2020-08-22
4986,-0.3093964668,2020-08-25
4998,-0.008240832,2020-09-06
4999,-0.1139896476,2020-09-07
5003,0.12304817784,2020-09-11
5009,-0.12588054048,2020-09-17
5012,-0.28217211408,2020-09-20
5021,-0.3386639592,2020-09-29
5026,-0.25486745904,2020-10-04
5033,-0.17174946456,2020-10-11
5036,-0.0770301792,2020-10-14
5041,-0.18521240976,2020-10-19
5060,0.44179183728,2020-11-07
5064,0.07850286072,2020-11-11
5072,0.0134715528,2020-11-19
5085,0.2235323196,2020-12-02
5086,0.4138761312,2020-12-03
5095,0.41256656424,2020-12-12
5096,0.4903826616,2020-12-13
5098,0.36461331792,2020-12-15
5100,0.20534838984,2020-12-17
5104,0.09088608024,2020-12-21
5107,0.4074003864,2020-12-24
